"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"27/04/2022","1,885.80","1,903.10","1,903.10","1,879.20","1.79K","-0.83%"
"26/04/2022","1,901.50","1,898.50","1,908.50","1,894.00","0.46K","0.43%"
"25/04/2022","1,893.30","1,932.30","1,932.30","1,890.00","1.62K","-1.98%"
"22/04/2022","1,931.60","1,949.50","1,954.20","1,926.70","0.67K","-0.71%"
"21/04/2022","1,945.40","1,955.00","1,955.20","1,935.80","0.47K","-0.38%"
"20/04/2022","1,952.90","1,949.90","1,957.80","1,938.70","0.63K","-0.17%"
"19/04/2022","1,956.30","1,978.60","1,981.00","1,943.50","0.78K","-1.38%"
"18/04/2022","1,983.60","1,974.80","2,000.00","1,972.50","0.51K","0.58%"
"14/04/2022","1,972.20","1,977.50","1,981.10","1,961.20","0.57K","-0.49%"
"13/04/2022","1,981.90","1,968.60","1,982.40","1,963.70","0.53K","0.44%"
"12/04/2022","1,973.20","1,953.50","1,979.20","1,951.00","1.00K","1.44%"
"11/04/2022","1,945.10","1,949.50","1,970.80","1,940.80","0.40K","0.14%"
"08/04/2022","1,942.40","1,931.30","1,948.90","1,928.70","0.96K","0.40%"
"07/04/2022","1,934.70","1,923.80","1,937.10","1,920.40","1.19K","0.78%"
"06/04/2022","1,919.70","1,924.80","1,932.00","1,914.00","1.21K","-0.23%"
"05/04/2022","1,924.10","1,934.40","1,945.00","1,918.10","1.19K","-0.34%"
"04/04/2022","1,930.60","1,924.50","1,938.00","1,917.80","2.01K","0.50%"
"01/04/2022","1,920.90","1,939.30","1,940.90","1,919.00","1.09K","-1.55%"
"31/03/2022","1,951.10","1,935.40","1,951.90","1,921.50","1.46K","0.77%"
"30/03/2022","1,936.10","1,922.40","1,940.00","1,917.80","2.38K","1.25%"
"29/03/2022","1,912.20","1,922.40","1,929.40","1,888.30","128.05K","-1.42%"
"28/03/2022","1,939.80","1,958.70","1,959.80","1,915.70","181.37K","-0.74%"
"25/03/2022","1,954.20","1,957.80","1,965.10","1,942.60","147.90K","-0.41%"
"24/03/2022","1,962.20","1,944.10","1,967.20","1,937.40","181.20K","1.29%"
"23/03/2022","1,937.30","1,920.90","1,948.80","1,915.60","153.31K","0.82%"
"22/03/2022","1,921.50","1,936.10","1,939.50","1,909.80","153.28K","-0.41%"
"21/03/2022","1,929.50","1,922.40","1,941.80","1,917.20","146.41K","0.01%"
"18/03/2022","1,929.30","1,943.90","1,946.20","1,918.00","150.88K","-0.72%"
"17/03/2022","1,943.20","1,928.40","1,951.00","1,924.00","149.83K","1.78%"
"16/03/2022","1,909.20","1,920.10","1,930.10","1,895.20","195.46K","-1.06%"
"15/03/2022","1,929.70","1,953.70","1,956.90","1,908.10","220.37K","-1.59%"
"14/03/2022","1,960.80","1,988.70","1,994.80","1,952.00","162.20K","-1.22%"
"11/03/2022","1,985.00","2,000.30","2,004.00","1,960.60","262.09K","-0.77%"
"10/03/2022","2,000.40","1,992.80","2,015.10","1,975.00","303.27K","0.61%"
"09/03/2022","1,988.20","2,060.20","2,068.50","1,981.00","360.35K","-2.70%"
"08/03/2022","2,043.30","2,001.00","2,078.80","1,985.80","447.65K","2.37%"
"07/03/2022","1,995.90","1,978.50","2,007.50","1,964.20","372.19K","1.49%"
"04/03/2022","1,966.60","1,938.50","1,974.90","1,931.50","241.53K","1.59%"
"03/03/2022","1,935.90","1,931.70","1,944.60","1,923.10","180.21K","0.71%"
"02/03/2022","1,922.30","1,945.30","1,951.40","1,916.00","227.98K","-1.11%"
"01/03/2022","1,943.80","1,908.40","1,952.60","1,903.00","224.00K","2.27%"
"28/02/2022","1,900.70","1,921.00","1,935.20","1,892.20","249.27K","0.69%"
"25/02/2022","1,887.60","1,906.50","1,925.00","1,884.40","229.78K","-1.96%"
"24/02/2022","1,925.40","1,911.10","1,975.00","1,880.00","2.71K","0.84%"
"23/02/2022","1,909.40","1,900.30","1,911.50","1,890.40","1.98K","0.16%"
"22/02/2022","1,906.40","1,902.50","1,916.80","1,888.70","2.19K","-0.05%"
"21/02/2022","1,907.40","1,903.50","1,918.30","1,889.70","334.59K","0.45%"
"18/02/2022","1,898.80","1,901.20","1,903.50","1,887.50","0.64K","-0.12%"
"17/02/2022","1,901.00","1,870.60","1,902.30","1,869.90","0.96K","1.63%"
"16/02/2022","1,870.50","1,854.30","1,873.40","1,851.70","0.43K","0.83%"
"15/02/2022","1,855.10","1,872.00","1,880.10","1,844.70","0.88K","-0.71%"
"14/02/2022","1,868.30","1,861.40","1,875.00","1,851.10","0.86K","1.48%"
"11/02/2022","1,841.10","1,827.40","1,866.40","1,821.50","0.95K","0.26%"
"10/02/2022","1,836.40","1,833.10","1,842.20","1,821.00","0.79K","0.04%"
"09/02/2022","1,835.60","1,826.10","1,835.80","1,824.70","0.88K","0.48%"
"08/02/2022","1,826.80","1,820.70","1,828.70","1,815.70","0.93K","0.33%"
"07/02/2022","1,820.80","1,807.80","1,823.30","1,807.80","1.41K","0.77%"
"04/02/2022","1,806.80","1,804.60","1,814.50","1,792.40","1.62K","0.20%"
"03/02/2022","1,803.20","1,806.80","1,807.60","1,787.80","1.18K","-0.35%"
"02/02/2022","1,809.50","1,800.30","1,810.50","1,794.50","1.22K","0.48%"
"01/02/2022","1,800.80","1,798.10","1,808.70","1,796.00","2.54K","0.27%"
"31/01/2022","1,796.00","1,791.80","1,800.00","1,785.70","1.37K","0.57%"
"28/01/2022","1,785.80","1,798.40","1,799.10","1,779.70","1.30K","-0.41%"
"27/01/2022","1,793.10","1,819.00","1,821.40","1,790.60","196.04K","-2.00%"
"26/01/2022","1,829.70","1,848.00","1,850.20","1,814.10","270.03K","-1.23%"
"25/01/2022","1,852.50","1,843.60","1,854.20","1,834.40","197.80K","0.59%"
"24/01/2022","1,841.70","1,835.20","1,844.90","1,829.30","244.33K","0.54%"
"21/01/2022","1,831.80","1,840.60","1,843.70","1,828.40","225.25K","-0.59%"
"20/01/2022","1,842.60","1,840.10","1,848.50","1,836.20","233.86K","-0.03%"
"19/01/2022","1,843.20","1,812.90","1,843.90","1,809.00","318.49K","1.70%"
"18/01/2022","1,812.40","1,818.70","1,822.90","1,804.70","362.94K","0.00%"
"17/01/2022","1,812.40","1,818.70","1,822.90","1,804.70","362.94K","-0.23%"
"14/01/2022","1,816.50","1,822.10","1,829.30","1,814.20","174.94K","-0.27%"
"13/01/2022","1,821.40","1,825.70","1,828.30","1,811.80","215.52K","-0.32%"
"12/01/2022","1,827.30","1,821.30","1,828.20","1,814.40","192.98K","0.48%"
"11/01/2022","1,818.50","1,801.30","1,823.10","1,799.70","184.15K","1.10%"
"10/01/2022","1,798.80","1,796.40","1,802.00","1,789.30","173.04K","0.08%"
"07/01/2022","1,797.40","1,791.00","1,798.40","1,781.30","238.93K","0.46%"
"06/01/2022","1,789.20","1,810.60","1,811.60","1,785.40","238.64K","-1.97%"
"05/01/2022","1,825.10","1,815.20","1,830.70","1,808.20","173.34K","0.58%"
"04/01/2022","1,814.60","1,801.10","1,817.20","1,798.10","167.71K","0.81%"
"03/01/2022","1,800.10","1,830.10","1,833.00","1,798.20","168.31K","-1.56%"
"31/12/2021","1,828.60","1,817.00","1,831.40","1,815.40","106.60K","0.80%"
"30/12/2021","1,814.10","1,805.60","1,818.10","1,796.20","113.43K","0.52%"
"29/12/2021","1,804.80","1,805.00","1,807.10","1,788.40","0.62K","-0.29%"
"28/12/2021","1,810.10","1,812.00","1,820.00","1,805.30","0.61K","0.12%"
"27/12/2021","1,808.00","1,808.40","1,813.30","1,803.70","1.19K","-0.17%"
"23/12/2021","1,811.00","1,804.90","1,810.80","1,799.80","0.77K","0.53%"
"22/12/2021","1,801.50","1,789.80","1,805.00","1,785.90","1.00K","0.76%"
"21/12/2021","1,788.00","1,790.70","1,799.90","1,784.70","0.47K","-0.32%"
"20/12/2021","1,793.80","1,798.50","1,803.50","1,789.00","0.42K","-0.57%"
"17/12/2021","1,804.10","1,800.10","1,814.10","1,796.50","0.79K","0.37%"
"16/12/2021","1,797.40","1,778.30","1,799.30","1,775.00","0.47K","1.92%"
"15/12/2021","1,763.60","1,770.40","1,779.80","1,754.30","1.13K","-0.43%"
"14/12/2021","1,771.30","1,786.10","1,787.70","1,766.00","0.44K","-0.90%"
"13/12/2021","1,787.30","1,783.00","1,790.20","1,781.60","0.36K","0.20%"
"10/12/2021","1,783.80","1,775.20","1,789.40","1,769.60","0.45K","0.46%"
"09/12/2021","1,775.70","1,783.20","1,786.80","1,774.30","0.31K","-0.49%"
"08/12/2021","1,784.50","1,784.00","1,790.90","1,779.80","1.04K","0.05%"
"07/12/2021","1,783.60","1,778.20","1,786.50","1,771.80","0.55K","0.29%"
"06/12/2021","1,778.50","1,786.80","1,786.80","1,775.30","0.35K","-0.25%"
"03/12/2021","1,782.90","1,770.40","1,785.90","1,765.90","0.84K","1.21%"
"02/12/2021","1,761.60","1,782.20","1,782.50","1,761.80","0.93K","-1.20%"
"01/12/2021","1,783.00","1,776.00","1,792.40","1,772.50","1.27K","0.45%"
"30/11/2021","1,775.10","1,785.80","1,809.60","1,770.00","1.75K","-0.49%"
"29/11/2021","1,783.80","1,794.50","1,800.20","1,781.10","1.77K","-0.10%"
"26/11/2021","1,785.50","1,789.60","1,816.30","1,778.60","186.80K","0.00%"
"25/11/2021","1,785.50","1,789.60","1,816.30","1,778.60","186.80K","0.07%"
"24/11/2021","1,784.30","1,789.80","1,796.20","1,777.40","203.24K","0.03%"
"23/11/2021","1,783.80","1,807.10","1,812.50","1,781.70","311.35K","-1.25%"
"22/11/2021","1,806.30","1,848.30","1,850.40","1,802.40","352.86K","-2.45%"
"19/11/2021","1,851.60","1,860.80","1,868.10","1,844.20","234.08K","-0.53%"
"18/11/2021","1,861.40","1,869.50","1,873.30","1,856.60","186.06K","-0.47%"
"17/11/2021","1,870.20","1,851.60","1,870.60","1,851.10","172.42K","0.87%"
"16/11/2021","1,854.10","1,864.90","1,879.50","1,851.00","220.43K","-0.67%"
"15/11/2021","1,866.60","1,872.60","1,873.00","1,858.50","221.21K","-0.10%"
"12/11/2021","1,868.50","1,864.30","1,871.40","1,847.50","201.36K","0.25%"
"11/11/2021","1,863.90","1,851.50","1,868.70","1,845.10","205.31K","0.84%"
"10/11/2021","1,848.30","1,834.50","1,870.60","1,823.00","352.79K","0.96%"
"09/11/2021","1,830.80","1,826.90","1,834.80","1,821.00","224.41K","0.15%"
"08/11/2021","1,828.00","1,820.60","1,828.30","1,813.80","200.41K","0.62%"
"05/11/2021","1,816.80","1,792.60","1,820.10","1,785.30","299.62K","1.30%"
"04/11/2021","1,793.50","1,769.90","1,800.30","1,769.30","222.61K","1.68%"
"03/11/2021","1,763.90","1,789.20","1,789.30","1,758.50","257.43K","-1.43%"
"02/11/2021","1,789.40","1,794.80","1,797.80","1,787.40","145.79K","-0.36%"
"01/11/2021","1,795.80","1,785.30","1,797.50","1,780.20","143.33K","0.67%"
"29/10/2021","1,783.90","1,801.50","1,802.90","1,772.40","254.51K","-1.04%"
"28/10/2021","1,802.60","1,798.70","1,812.70","1,793.10","220.88K","0.27%"
"27/10/2021","1,797.80","1,789.40","1,799.00","1,785.80","0.54K","0.30%"
"26/10/2021","1,792.50","1,808.60","1,808.80","1,783.30","0.58K","-0.76%"
"25/10/2021","1,806.20","1,793.50","1,810.10","1,793.30","0.22K","0.58%"
"22/10/2021","1,795.70","1,786.00","1,813.50","1,785.00","0.31K","0.81%"
"21/10/2021","1,781.30","1,782.40","1,788.80","1,778.00","0.12K","-0.17%"
"20/10/2021","1,784.40","1,768.50","1,789.00","1,768.40","0.32K","0.82%"
"19/10/2021","1,769.90","1,764.10","1,785.00","1,763.00","0.22K","0.27%"
"18/10/2021","1,765.10","1,767.10","1,770.20","1,760.20","2.18K","-0.15%"
"15/10/2021","1,767.70","1,796.80","1,796.80","1,766.30","0.88K","-1.65%"
"14/10/2021","1,797.30","1,793.00","1,800.70","1,788.10","0.43K","0.18%"
"13/10/2021","1,794.10","1,760.40","1,796.10","1,758.50","0.41K","2.01%"
"12/10/2021","1,758.70","1,752.30","1,769.50","1,751.40","0.55K","0.21%"
"11/10/2021","1,755.10","1,754.00","1,759.80","1,752.30","0.12K","-0.10%"
"08/10/2021","1,756.80","1,757.10","1,780.60","1,755.00","0.62K","-0.10%"
"07/10/2021","1,758.60","1,763.30","1,766.20","1,753.20","0.47K","-0.15%"
"06/10/2021","1,761.20","1,757.70","1,765.40","1,745.80","0.39K","0.06%"
"05/10/2021","1,760.20","1,768.90","1,768.90","1,748.10","0.32K","-0.38%"
"04/10/2021","1,766.90","1,760.40","1,769.50","1,747.30","0.55K","0.52%"
"01/10/2021","1,757.70","1,755.90","1,764.30","1,750.00","0.15K","0.08%"
"30/09/2021","1,756.30","1,725.90","1,763.40","1,723.30","0.39K","1.98%"
"29/09/2021","1,722.20","1,733.50","1,745.10","1,721.50","0.84K","-0.79%"
"28/09/2021","1,735.90","1,748.10","1,751.90","1,726.40","15.75K","-0.81%"
"27/09/2021","1,750.00","1,750.00","1,758.70","1,744.10","9.86K","0.02%"
"24/09/2021","1,749.70","1,741.30","1,755.60","1,738.30","9.36K","0.11%"
"23/09/2021","1,747.70","1,766.90","1,774.50","1,736.30","10.63K","-1.63%"
"22/09/2021","1,776.70","1,773.10","1,785.90","1,762.80","6.34K","0.03%"
"21/09/2021","1,776.10","1,763.40","1,780.80","1,756.30","11.49K","0.81%"
"20/09/2021","1,761.80","1,752.00","1,766.00","1,740.50","3.66K","0.71%"
"17/09/2021","1,749.40","1,751.10","1,765.40","1,745.40","8.31K","-0.30%"
"16/09/2021","1,754.60","1,793.50","1,795.10","1,743.50","11.97K","-2.12%"
"15/09/2021","1,792.60","1,804.20","1,806.00","1,789.80","2.66K","-0.69%"
"14/09/2021","1,805.00","1,792.80","1,808.40","1,778.60","5.78K","0.71%"
"13/09/2021","1,792.30","1,787.50","1,797.80","1,782.30","2.76K","0.13%"
"10/09/2021","1,789.90","1,794.40","1,803.70","1,786.50","2.94K","-0.44%"
"09/09/2021","1,797.80","1,789.50","1,800.80","1,783.70","6.41K","0.37%"
"08/09/2021","1,791.20","1,794.10","1,802.20","1,780.80","3.91K","-0.28%"
"07/09/2021","1,796.30","1,831.50","1,831.50","1,791.80","8.86K","-0.12%"
"06/09/2021","1,798.50","1,833.50","1,833.50","1,793.70","252.48K","-1.80%"
"03/09/2021","1,831.50","1,809.50","1,834.50","1,809.00","5.23K","1.22%"
"02/09/2021","1,809.40","1,814.20","1,817.10","1,804.60","3.45K","-0.24%"
"01/09/2021","1,813.80","1,815.00","1,820.20","1,808.80","5.39K","-0.11%"
"31/08/2021","1,815.80","1,810.00","1,819.50","1,801.30","5.15K","0.33%"
"30/08/2021","1,809.80","1,819.00","1,823.60","1,807.80","2.78K","-0.37%"
"27/08/2021","1,816.60","1,794.60","1,818.70","1,786.70","1.22K","1.35%"
"26/08/2021","1,792.40","1,790.00","1,796.10","1,780.70","0.57K","0.23%"
"25/08/2021","1,788.20","1,802.10","1,802.10","1,782.50","0.91K","-0.98%"
"24/08/2021","1,805.90","1,804.80","1,809.40","1,800.00","0.50K","0.13%"
"23/08/2021","1,803.60","1,780.70","1,805.50","1,775.90","0.78K","1.25%"
"20/08/2021","1,781.40","1,779.50","1,787.80","1,778.00","0.62K","0.04%"
"19/08/2021","1,780.60","1,787.20","1,792.20","1,774.00","0.40K","-0.08%"
"18/08/2021","1,782.10","1,785.70","1,793.00","1,776.50","0.56K","-0.19%"
"17/08/2021","1,785.50","1,786.50","1,794.50","1,779.60","1.12K","-0.10%"
"16/08/2021","1,787.20","1,777.70","1,787.90","1,770.40","0.86K","0.66%"
"13/08/2021","1,775.50","1,752.00","1,778.60","1,751.30","1.00K","1.50%"
"12/08/2021","1,749.30","1,750.90","1,756.50","1,740.10","0.30K","-0.09%"
"11/08/2021","1,750.80","1,727.40","1,754.00","1,723.10","0.95K","1.26%"
"10/08/2021","1,729.00","1,728.60","1,736.50","1,716.00","0.71K","0.30%"
"09/08/2021","1,723.80","1,762.80","1,762.80","1,690.10","1.82K","-2.07%"
"06/08/2021","1,760.30","1,803.70","1,803.70","1,756.80","1.99K","-2.51%"
"05/08/2021","1,805.70","1,811.40","1,814.30","1,796.70","0.90K","-0.30%"
"04/08/2021","1,811.20","1,810.50","1,832.10","1,805.00","2.01K","0.03%"
"03/08/2021","1,810.70","1,813.10","1,814.00","1,806.50","0.46K","-0.44%"
"02/08/2021","1,818.70","1,813.40","1,819.60","1,804.90","0.79K","0.29%"
"30/07/2021","1,813.50","1,829.20","1,831.60","1,809.80","1.64K","-1.03%"
"29/07/2021","1,832.30","1,807.80","1,833.80","1,807.50","3.65K","1.81%"
"28/07/2021","1,799.70","1,798.60","1,809.00","1,790.70","209.78K","-0.01%"
"27/07/2021","1,799.80","1,797.10","1,805.40","1,792.80","177.04K","0.03%"
"26/07/2021","1,799.20","1,802.30","1,812.00","1,796.00","204.55K","-0.14%"
"23/07/2021","1,801.80","1,807.70","1,810.70","1,789.10","236.76K","-0.20%"
"22/07/2021","1,805.40","1,803.90","1,808.40","1,791.90","193.32K","0.11%"
"21/07/2021","1,803.40","1,810.60","1,814.40","1,794.30","218.64K","-0.44%"
"20/07/2021","1,811.40","1,813.50","1,825.90","1,805.20","221.14K","0.12%"
"19/07/2021","1,809.20","1,811.60","1,818.00","1,795.00","249.68K","-0.32%"
"16/07/2021","1,815.00","1,830.70","1,832.70","1,809.50","184.66K","-0.77%"
"15/07/2021","1,829.00","1,828.70","1,835.00","1,820.60","175.61K","0.22%"
"14/07/2021","1,825.00","1,808.30","1,831.10","1,804.90","229.88K","0.83%"
"13/07/2021","1,809.90","1,806.70","1,818.00","1,798.70","242.18K","0.22%"
"12/07/2021","1,805.90","1,808.50","1,811.00","1,791.00","201.42K","-0.26%"
"09/07/2021","1,810.60","1,803.20","1,813.00","1,796.60","185.58K","0.58%"
"08/07/2021","1,800.20","1,803.80","1,819.50","1,793.50","249.34K","-0.11%"
"07/07/2021","1,802.10","1,797.00","1,810.20","1,794.10","171.08K","0.44%"
"06/07/2021","1,794.20","1,787.50","1,815.70","1,784.70","276.60K","0.00%"
"05/07/2021","1,794.20","1,787.50","1,815.70","1,784.70","276.60K","0.61%"
"02/07/2021","1,783.30","1,777.50","1,795.90","1,774.40","205.86K","0.37%"
"01/07/2021","1,776.80","1,770.80","1,783.40","1,765.90","171.44K","0.29%"
"30/06/2021","1,771.60","1,761.90","1,774.70","1,753.20","177.89K","0.45%"
"29/06/2021","1,763.60","1,778.80","1,779.20","1,750.10","239.91K","-0.91%"
"28/06/2021","1,779.80","1,780.30","1,783.50","1,770.00","0.89K","0.16%"
"25/06/2021","1,777.00","1,776.00","1,789.90","1,772.90","0.52K","0.07%"
"24/06/2021","1,775.80","1,778.00","1,787.20","1,772.50","0.49K","-0.38%"
"23/06/2021","1,782.50","1,777.20","1,794.50","1,772.90","0.50K","0.34%"
"22/06/2021","1,776.50","1,785.30","1,789.00","1,771.10","0.83K","-0.33%"
"21/06/2021","1,782.30","1,763.80","1,785.40","1,763.80","0.69K","0.79%"
"18/06/2021","1,768.40","1,774.00","1,796.50","1,761.40","1.36K","-0.34%"
"17/06/2021","1,774.50","1,811.40","1,824.00","1,767.90","3.63K","-4.61%"
"16/06/2021","1,860.20","1,859.80","1,864.20","1,804.20","1.69K","0.27%"
"15/06/2021","1,855.20","1,866.80","1,868.80","1,852.10","0.36K","-0.50%"
"14/06/2021","1,864.60","1,878.30","1,878.30","1,844.80","1.22K","-0.73%"
"11/06/2021","1,878.40","1,900.30","1,904.50","1,875.00","0.82K","-0.89%"
"10/06/2021","1,895.20","1,890.20","1,901.00","1,871.30","0.98K","0.05%"
"09/06/2021","1,894.20","1,893.00","1,900.40","1,888.00","0.69K","0.06%"
"08/06/2021","1,893.10","1,900.60","1,904.90","1,885.00","1.57K","-0.24%"
"07/06/2021","1,897.60","1,893.30","1,901.40","1,882.50","0.64K","0.36%"
"04/06/2021","1,890.80","1,872.10","1,897.30","1,855.00","0.96K","1.00%"
"03/06/2021","1,872.10","1,909.60","1,909.60","1,866.40","1.35K","-1.92%"
"02/06/2021","1,908.70","1,900.20","1,910.30","1,895.20","1.34K","0.26%"
"01/06/2021","1,903.70","1,905.90","1,917.40","1,893.20","2.09K","-0.07%"
"31/05/2021","1,905.00","1,906.80","1,919.20","1,894.50","290.65K","0.05%"
"28/05/2021","1,904.00","1,898.30","1,907.30","1,883.10","1.50K","0.37%"
"27/05/2021","1,896.90","1,898.00","1,904.50","1,890.00","1.13K","-0.23%"
"26/05/2021","1,901.20","1,900.00","1,913.30","1,890.70","170.53K","0.17%"
"25/05/2021","1,898.00","1,881.20","1,901.20","1,873.20","316.67K","0.72%"
"24/05/2021","1,884.50","1,883.50","1,887.90","1,875.70","183.31K","0.42%"
"21/05/2021","1,876.70","1,878.10","1,890.30","1,870.30","234.29K","-0.28%"
"20/05/2021","1,881.90","1,869.90","1,885.30","1,864.20","223.57K","0.02%"
"19/05/2021","1,881.50","1,870.20","1,891.30","1,852.20","398.21K","0.72%"
"18/05/2021","1,868.00","1,867.30","1,875.90","1,863.50","229.02K","0.02%"
"17/05/2021","1,867.60","1,845.90","1,869.30","1,841.10","267.71K","1.60%"
"14/05/2021","1,838.10","1,826.40","1,847.10","1,819.00","224.38K","0.77%"
"13/05/2021","1,824.00","1,816.20","1,829.10","1,808.40","249.93K","0.07%"
"12/05/2021","1,822.80","1,838.20","1,844.70","1,813.00","339.21K","-0.72%"
"11/05/2021","1,836.10","1,836.20","1,842.50","1,817.80","311.10K","-0.08%"
"10/05/2021","1,837.60","1,835.40","1,846.30","1,830.50","269.71K","0.34%"
"07/05/2021","1,831.30","1,815.40","1,844.60","1,813.40","367.70K","0.86%"
"06/05/2021","1,815.70","1,787.00","1,818.60","1,781.80","287.63K","1.76%"
"05/05/2021","1,784.30","1,778.40","1,788.10","1,769.30","178.81K","0.47%"
"04/05/2021","1,776.00","1,793.20","1,799.50","1,769.20","246.59K","-0.88%"
"03/05/2021","1,791.80","1,768.10","1,798.90","1,765.60","204.54K","1.36%"
"30/04/2021","1,767.70","1,772.40","1,773.30","1,763.30","167.29K","-0.03%"
"29/04/2021","1,768.30","1,781.90","1,789.90","1,754.60","231.52K","-0.29%"
"28/04/2021","1,773.50","1,775.50","1,780.00","1,762.50","0.76K","-0.26%"
"27/04/2021","1,778.20","1,780.30","1,784.30","1,773.90","0.27K","-0.07%"
"26/04/2021","1,779.40","1,775.00","1,782.50","1,768.20","0.75K","0.12%"
"23/04/2021","1,777.30","1,784.00","1,795.20","1,771.50","0.37K","-0.24%"
"22/04/2021","1,781.50","1,794.50","1,797.20","1,776.80","0.29K","-0.62%"
"21/04/2021","1,792.70","1,777.40","1,797.70","1,776.00","0.74K","0.85%"
"20/04/2021","1,777.60","1,769.50","1,779.20","1,763.00","1.09K","0.45%"
"19/04/2021","1,769.70","1,777.20","1,789.40","1,766.20","0.70K","-0.54%"
"16/04/2021","1,779.30","1,764.20","1,783.50","1,759.70","0.45K","0.76%"
"15/04/2021","1,765.80","1,735.30","1,768.60","1,733.70","0.58K","1.76%"
"14/04/2021","1,735.30","1,745.00","1,749.00","1,731.60","0.63K","-0.64%"
"13/04/2021","1,746.50","1,732.00","1,748.40","1,722.50","0.60K","0.86%"
"12/04/2021","1,731.60","1,742.40","1,743.20","1,726.10","0.33K","-0.70%"
"09/04/2021","1,743.80","1,755.30","1,757.10","1,731.00","0.64K","-0.76%"
"08/04/2021","1,757.10","1,737.50","1,758.30","1,733.60","0.69K","0.95%"
"07/04/2021","1,740.50","1,743.00","1,743.00","1,730.50","0.36K","-0.09%"
"06/04/2021","1,742.00","1,727.30","1,745.00","1,727.30","0.79K","0.83%"
"05/04/2021","1,727.70","1,726.60","1,733.20","1,720.90","0.43K","0.02%"
"01/04/2021","1,727.30","1,707.90","1,730.40","1,705.70","1.32K","0.75%"
"31/03/2021","1,714.40","1,684.10","1,714.90","1,676.80","1.16K","1.74%"
"30/03/2021","1,685.10","1,711.90","1,712.80","1,677.80","1.90K","-1.58%"
"29/03/2021","1,712.20","1,731.50","1,732.60","1,703.30","135.46K","-1.16%"
"26/03/2021","1,732.30","1,725.50","1,735.50","1,718.80","172.94K","0.42%"
"25/03/2021","1,725.10","1,733.20","1,744.80","1,720.30","226.21K","-0.47%"
"24/03/2021","1,733.20","1,725.90","1,737.70","1,722.30","186.52K","0.47%"
"23/03/2021","1,725.10","1,738.50","1,742.00","1,722.70","226.20K","-0.75%"
"22/03/2021","1,738.10","1,745.60","1,747.00","1,726.40","196.31K","-0.21%"
"19/03/2021","1,741.70","1,733.70","1,746.10","1,727.10","213.28K","0.53%"
"18/03/2021","1,732.50","1,744.00","1,754.20","1,716.60","251.76K","0.31%"
"17/03/2021","1,727.10","1,730.00","1,750.60","1,722.00","220.55K","-0.22%"
"16/03/2021","1,730.90","1,730.70","1,740.50","1,724.40","173.89K","0.10%"
"15/03/2021","1,729.20","1,726.50","1,733.20","1,719.20","163.05K","0.55%"
"12/03/2021","1,719.80","1,720.50","1,728.00","1,696.60","232.21K","-0.16%"
"11/03/2021","1,722.60","1,725.00","1,738.00","1,716.80","215.34K","0.05%"
"10/03/2021","1,721.80","1,714.50","1,725.30","1,705.60","226.89K","0.29%"
"09/03/2021","1,716.90","1,679.30","1,718.70","1,676.70","248.95K","2.32%"
"08/03/2021","1,678.00","1,701.60","1,712.00","1,673.30","273.91K","-1.21%"
"05/03/2021","1,698.50","1,695.30","1,705.70","1,683.00","269.33K","-0.13%"
"04/03/2021","1,700.70","1,708.40","1,721.60","1,687.60","277.45K","-0.88%"
"03/03/2021","1,715.80","1,736.50","1,739.10","1,699.40","255.65K","-1.03%"
"02/03/2021","1,733.60","1,722.80","1,737.80","1,704.60","235.96K","0.62%"
"01/03/2021","1,723.00","1,732.80","1,757.40","1,717.20","241.92K","-0.34%"
"26/02/2021","1,728.80","1,770.90","1,773.80","1,714.90","362.55K","-2.62%"
"25/02/2021","1,775.40","1,804.90","1,805.00","1,763.90","316.25K","-1.18%"
"24/02/2021","1,796.60","1,805.00","1,810.70","1,782.00","1.50K","-0.45%"
"23/02/2021","1,804.80","1,809.40","1,813.00","1,795.00","1.02K","-0.13%"
"22/02/2021","1,807.20","1,785.00","1,809.90","1,779.50","1.73K","1.74%"
"19/02/2021","1,776.30","1,772.70","1,789.00","1,759.40","1.79K","0.13%"
"18/02/2021","1,774.00","1,776.20","1,787.60","1,765.90","0.62K","0.12%"
"17/02/2021","1,771.80","1,789.20","1,792.60","1,767.70","1.02K","-1.45%"
"16/02/2021","1,797.90","1,825.00","1,825.20","1,787.60","1.54K","-0.06%"
"15/02/2021","1,799.00","1,826.00","1,827.10","1,788.10","355.92K","-1.26%"
"12/02/2021","1,822.00","1,824.50","1,830.00","1,810.00","1.60K","-0.20%"
"11/02/2021","1,825.60","1,821.10","1,846.00","1,820.90","0.92K","-0.87%"
"10/02/2021","1,841.60","1,838.50","1,855.00","1,832.70","1.38K","0.29%"
"09/02/2021","1,836.20","1,831.10","1,848.10","1,829.60","0.79K","0.17%"
"08/02/2021","1,833.00","1,816.60","1,838.70","1,806.60","1.22K","1.16%"
"05/02/2021","1,811.90","1,793.70","1,814.30","1,791.50","1.38K","1.21%"
"04/02/2021","1,790.30","1,833.50","1,834.00","1,783.60","1.99K","-2.37%"
"03/02/2021","1,833.80","1,837.60","1,844.50","1,829.40","0.81K","0.08%"
"02/02/2021","1,832.40","1,861.70","1,863.60","1,829.20","1.66K","-1.60%"
"01/02/2021","1,862.20","1,863.60","1,874.00","1,850.50","2.03K","0.71%"
"29/01/2021","1,849.00","1,843.60","1,877.20","1,839.90","2.23K","0.52%"
